,id,rank_pred,rank_real
824,3295,3,3
825,3310,0,0
826,3310,1,1
827,3310,2,2
828,3310,3,3
829,3325,0,0
830,3325,1,1
831,3325,2,2
832,3325,3,3
833,3340,0,0
834,3340,1,1
835,3340,2,2
836,3340,3,3
837,3355,0,0
838,3355,1,1
839,3355,2,2
840,3355,3,3
841,3370,0,1
842,3370,1,0
843,3370,2,2
844,3370,3,3
845,3385,0,0
846,3385,1,1
847,3385,2,2
848,3400,0,0
849,3400,1,1
850,3400,2,2
851,3400,3,4
852,3415,0,0
853,3415,1,1
854,3415,2,2
855,3415,3,3
856,3430,0,0
857,3430,1,1
858,3430,2,2
859,3445,0,0
860,3445,1,1
861,3445,2,2
862,3445,3,3
863,3460,0,0
864,3460,1,2
865,3460,2,1
866,3475,0,0
867,3475,1,1
868,3475,2,2
869,3475,3,4
870,3490,0,0
871,3490,1,1
872,3490,2,2
873,3505,0,0
874,3505,1,2
875,3505,2,1
876,3520,0,0
877,3520,1,1
878,3520,2,2
879,3535,0,0
880,3535,1,1
881,3535,2,2
882,3535,3,3
883,3550,0,0
884,3550,1,1
885,3550,2,2
886,3550,3,3
887,3565,0,1
888,3565,1,0
889,3565,2,2
890,3565,3,3
891,3565,4,4
892,3580,0,0
893,3580,1,1
894,3580,2,2
895,3580,3,3
896,3580,4,4
897,3595,0,0
898,3595,1,1
899,3595,2,2
900,3595,3,3
901,3610,0,0
902,3610,1,1
903,3610,2,2
904,3625,0,0
905,3625,1,1
906,3625,2,2
907,3640,0,0
908,3640,1,1
909,3640,2,2
910,3640,3,3
911,3655,0,0
912,3655,1,1
913,3655,2,2
914,3655,3,3
915,3655,4,4
916,3670,0,1
917,3670,1,0
918,3670,2,2
919,3670,3,3
920,3685,0,0
921,3685,1,1
922,3685,2,2
923,3685,3,3
924,3700,0,0
925,3700,1,1
926,3700,2,2
927,3700,3,4
928,3715,0,0
929,3715,1,1
930,3715,2,2
931,3730,0,0
932,3730,1,1
933,3730,2,2
934,3745,0,0
935,3745,1,1
936,3745,2,2
937,3760,0,0
938,3760,1,1
939,3760,2,2
940,3775,0,0
941,3775,1,1
942,3775,2,2
943,3775,3,3
944,3775,4,4
945,3790,0,0
946,3790,1,1
947,3790,2,2
948,3790,3,3
949,3790,4,4
950,3805,0,0
951,3805,1,1
952,3805,2,2
953,3820,0,0
954,3820,1,1
955,3820,2,2
956,3820,3,3
957,3835,0,0
958,3835,1,1
959,3835,2,2
960,3835,3,3
961,3835,4,4
962,3850,0,0
963,3850,1,1
964,3850,2,2
965,3865,0,0
966,3865,1,1
967,3865,2,2
968,3880,0,0
969,3880,1,1
970,3880,2,2
971,3895,0,0
972,3895,1,1
973,3895,2,3
974,3895,3,2
975,3910,0,0
976,3910,1,1
977,3910,2,2
978,3925,0,0
979,3925,1,1
980,3940,0,0
981,3940,1,1
982,3940,2,2
983,3955,0,0
984,3955,1,1
985,3955,2,4
986,3970,0,0
987,3970,1,1
988,3970,2,2
989,3970,3,3
990,3985,0,0
991,3985,1,1
992,3985,2,2
993,3985,3,3
994,3985,4,4
995,4000,0,0
996,4000,1,1
997,4000,2,2
998,4000,3,3
999,4015,0,0
1000,4015,1,1
1001,4015,2,2
1002,4015,3,4
1003,4030,0,0
1004,4030,1,1
1005,4030,2,2
1006,4045,0,0
1007,4045,1,1
1008,4045,2,2
1009,4060,0,0
1010,4060,1,1
1011,4060,2,2
1012,4075,0,0
1013,4075,1,1
1014,4075,2,2
1015,4075,3,3
1016,4075,4,4
1017,4090,0,0
1018,4090,1,1
1019,4090,2,2
1020,4090,3,3
1021,4105,0,0
1022,4105,1,1
1023,4105,2,2
1024,4105,3,3
1025,4105,4,4
1026,4120,0,0
1027,4120,1,1
1028,4120,2,2
1029,4120,3,3
1030,4135,0,0
1031,4135,1,1
1032,4135,2,2
1033,4135,3,3
1034,4150,0,0
1035,4150,1,1
1036,4150,2,2
1037,4150,3,3
1038,4150,4,4
1039,4165,0,0
1040,4165,1,1
1041,4165,2,2
1042,4165,3,3
1043,4180,0,0
1044,4180,1,1
1045,4180,2,2
1046,4195,0,0
1047,4195,1,1
1048,4195,2,4
1049,4195,3,2
1050,4195,4,3
1051,4210,0,0
1052,4210,1,1
1053,4210,2,2
1054,4210,3,3
1055,4225,0,0
1056,4225,1,2
1057,4225,2,1
1058,4225,3,3
1059,4225,4,4
1060,4240,0,0
1061,4240,1,1
1062,4255,0,0
1063,4255,1,1
1064,4255,2,2
1065,4255,3,3
1066,4270,0,0
1067,4270,1,1
1068,4270,2,2
1069,4270,3,4
1070,4285,0,0
1071,4285,1,1
1072,4285,2,2
1073,4285,3,3
1074,4300,0,0
1075,4300,1,1
1076,4300,2,2
1077,4300,3,3
1078,4315,0,0
1079,4315,1,1
1080,4315,2,2
1081,4330,0,0
1082,4330,1,1
1083,4330,2,2
1084,4345,0,1
1085,4345,1,0
1086,4345,2,2
1087,4360,0,0
1088,4360,1,2
1089,4360,2,1
1090,4360,3,3
1091,4375,0,0
1092,4375,1,1
1093,4375,2,2
1094,4390,0,0
1095,4390,1,1
1096,4390,2,2
1097,4390,3,4
1098,4405,0,0
1099,4405,1,1
1100,4405,2,2
1101,4405,3,3
1102,4420,0,0
1103,4420,1,1
1104,4420,2,2
1105,4435,0,0
1106,4435,1,1
1107,4435,2,2
1108,4435,3,3
1109,4435,4,4
1110,4450,0,0
1111,4450,1,1
1112,4450,2,2
1113,4450,3,3
1114,4450,4,4
1115,4465,0,0
1116,4465,1,1
1117,4465,2,2
1118,4480,0,0
1119,4480,1,1
1120,4480,2,2
1121,4480,3,3
1122,4495,0,0
1123,4495,1,1
1124,4495,2,2
1125,4495,3,3
1126,4510,0,0
1127,4510,1,1
1128,4510,2,4
1129,4525,0,0
1130,4525,1,1
1131,4525,2,2
1132,4525,3,3
1133,4525,4,4
1134,4540,0,0
1135,4540,1,1
1136,4540,2,2
1137,4540,3,3
1138,4555,0,0
1139,4555,1,2
1140,4555,2,1
1141,4555,3,3
1142,4570,0,0
1143,4570,1,1
1144,4570,2,4
1145,4585,0,0
1146,4585,1,2
1147,4585,2,1
1148,4600,0,0
1149,4600,1,1
1150,4600,2,2
1151,4615,0,0
1152,4615,1,1
1153,4615,2,2
1154,4630,0,0
1155,4630,1,1
1156,4630,2,2
1157,4645,0,0
1158,4645,1,1
1159,4645,2,2
1160,4645,3,3
1161,4645,4,4
1162,4660,0,0
1163,4660,1,1
1164,4660,2,2
1165,4660,3,3
1166,4660,4,4
1167,4675,0,0
1168,4675,1,1
1169,4675,2,2
1170,4675,3,3
1171,4675,4,4
1172,4690,0,0
1173,4690,1,2
1174,4690,2,1
1175,4690,3,4
1176,4690,4,3
1177,4705,0,0
1178,4705,1,1
1179,4705,2,2
1180,4705,3,3
1181,4705,4,4
1182,4720,0,0
1183,4720,1,2
1184,4720,2,1
1185,4735,0,0
1186,4735,1,1
1187,4735,2,2
1188,4750,0,0
1189,4750,1,1
1190,4750,2,3
1191,4750,3,2
1192,4750,4,4
1193,4765,0,0
1194,4780,0,0
1195,4780,1,1
1196,4780,2,2
1197,4780,3,3
1198,4795,0,0
1199,4795,1,1
1200,4795,2,2
1201,4810,0,0
1202,4810,1,1
1203,4810,2,2
1204,4810,3,3
1205,4825,0,0
1206,4825,1,1
1207,4825,2,2
1208,4825,3,3
1209,4825,4,4
1210,4840,0,0
1211,4840,1,1
1212,4840,2,2
1213,4855,0,0
1214,4855,1,1
1215,4855,2,2
1216,4870,0,0
1217,4870,1,1
1218,4870,2,3
1219,4885,0,0
1220,4885,1,1
1221,4885,2,2
1222,4885,3,3
1223,4900,0,0
1224,4900,1,1
1225,4900,2,2
1226,4900,3,3
1227,4915,0,0
1228,4915,1,1
1229,4915,2,2
1230,4915,3,3
1231,4930,0,0
1232,4930,1,1
1233,4930,2,2
1234,4930,3,3
1235,4930,4,4
1236,4945,0,0
1237,4945,1,1
1238,4945,2,2
1239,4960,0,0
1240,4960,1,1
1241,4960,2,2
1242,4960,3,3
1243,4960,4,4
1244,4975,0,0
1245,4975,1,1
1246,4975,2,2
1247,4975,3,3
1248,4990,0,0
1249,4990,1,1
1250,4990,2,2
1251,4990,3,4
1252,4990,4,3
1253,5005,0,0
1254,5005,1,1
1255,5005,2,2
1256,5020,0,0
1257,5020,1,1
1258,5020,2,2
1259,5020,3,4
1260,5035,0,0
1261,5035,1,1
1262,5035,2,2
1263,5050,0,0
1264,5050,1,1
1265,5065,0,0
1266,5065,1,1
1267,5065,2,2
1268,5065,3,3
1269,5080,0,0
1270,5080,1,1
1271,5080,2,2
1272,5080,3,3
1273,5095,0,0
1274,5095,1,1
1275,5095,2,2
1276,5095,3,3
1277,5110,0,0
1278,5110,1,1
1279,5110,2,2
1280,5110,3,3
1281,5110,4,4
1282,5125,0,0
1283,5125,1,1
1284,5125,2,2
1285,5125,3,3
1286,5140,0,0
1287,5140,1,1
1288,5140,2,2
1289,5140,3,3
1290,5140,4,4
1291,5155,0,0
1292,5155,1,1
1293,5155,2,2
1294,5170,0,0
1295,5170,1,2
1296,5170,2,1
1297,5170,3,3
1298,5185,0,0
1299,5185,1,1
1300,5185,2,2
1301,5200,0,0
1302,5200,1,1
1303,5200,2,2
1304,5215,0,0
1305,5215,1,1
1306,5215,2,2
1307,5215,3,3
1308,5230,0,0
1309,5230,1,1
1310,5230,2,2
1311,5230,3,4
1312,5245,0,0
1313,5245,1,1
1314,5260,0,0
1315,5260,1,1
1316,5260,2,2
1317,5260,3,4
1318,5260,4,3
1319,5275,0,0
1320,5275,1,1
1321,5275,2,2
1322,5275,3,4
1323,5275,4,3
1324,5290,0,0
1325,5290,1,1
1326,5290,2,2
1327,5290,3,3
1328,5305,0,1
1329,5305,1,0
1330,5305,2,2
1331,5320,0,0
1332,5320,1,1
1333,5320,2,2
1334,5320,3,3
1335,5320,4,4
1336,5335,0,0
1337,5335,1,1
1338,5335,2,2
1339,5335,3,3
1340,5350,0,0
1341,5350,1,1
1342,5350,2,2
1343,5350,3,3
1344,5365,0,0
1345,5365,1,1
1346,5380,0,0
1347,5380,1,1
1348,5395,0,0
1349,5395,1,1
1350,5395,2,2
1351,5395,3,3
1352,5410,0,0
1353,5410,1,1
1354,5410,2,2
1355,5410,3,3
1356,5425,0,0
1357,5425,1,1
1358,5425,2,2
1359,5425,3,3
1360,5425,4,4
1361,5440,0,0
1362,5440,1,1
1363,5440,2,2
1364,5440,3,4
1365,5455,0,0
1366,5455,1,1
1367,5455,2,2
1368,5455,3,3
1369,5470,0,0
1370,5470,1,1
1371,5470,2,2
1372,5470,3,3
1373,5485,0,0
1374,5485,1,1
1375,5485,2,2
1376,5485,3,3
1377,5500,0,0
1378,5500,1,1
1379,5500,2,2
1380,5500,3,3
1381,5515,0,0
1382,5515,1,1
1383,5515,2,2
1384,5515,3,3
1385,5515,4,4
1386,5530,0,0
1387,5530,1,1
1388,5530,2,2
1389,5545,0,0
1390,5545,1,1
1391,5545,2,2
1392,5560,0,0
1393,5560,1,1
1394,5560,2,2
1395,5575,0,0
1396,5575,1,1
1397,5575,2,2
1398,5575,3,3
1399,5590,0,0
1400,5590,1,1
1401,5590,2,2
1402,5605,0,0
1403,5605,1,1
1404,5605,2,2
1405,5605,3,3
1406,5620,0,0
1407,5620,1,1
1408,5620,2,2
1409,5620,3,4
1410,5635,0,0
1411,5635,1,1
1412,5635,2,2
1413,5635,3,3
1414,5650,0,0
1415,5650,1,1
1416,5650,2,2
1417,5650,3,3
1418,5665,0,0
1419,5665,1,2
1420,5665,2,1
1421,5665,3,3
1422,5680,0,0
1423,5680,1,1
1424,5680,2,2
1425,5680,3,3
1426,5680,4,4
1427,5695,0,0
1428,5695,1,1
1429,5695,2,2
1430,5710,0,0
1431,5710,1,1
1432,5710,2,2
1433,5710,3,3
1434,5725,0,0
1435,5725,1,1
1436,5725,2,2
1437,5725,3,3
1438,5740,0,0
1439,5740,1,1
1440,5755,0,0
1441,5755,1,1
1442,5755,2,2
1443,5770,0,0
1444,5770,1,1
1445,5770,2,2
1446,5785,0,0
1447,5785,1,1
1448,5785,2,2
1449,5785,3,3
1450,5800,0,0
1451,5800,1,2
1452,5800,2,1
1453,5800,3,3
1454,5815,0,0
1455,5815,1,1
1456,5830,0,0
1457,5830,1,1
1458,5830,2,2
1459,5845,0,0
1460,5845,1,1
1461,5845,2,2
1462,5845,3,3
1463,5845,4,4
1464,5860,0,0
1465,5860,1,1
1466,5860,2,2
1467,5875,0,0
1468,5875,1,2
1469,5875,2,1
1470,5875,3,3
1471,5890,0,0
1472,5890,1,1
1473,5890,2,2
1474,5890,3,3
1475,5905,0,0
1476,5905,1,1
1477,5905,2,2
1478,5905,3,3
1479,5920,0,1
1480,5920,1,0
1481,5935,0,0
1482,5935,1,1
1483,5935,2,2
1484,5935,3,4
1485,5950,0,0
1486,5950,1,1
1487,5950,2,2
1488,5950,3,3
1489,5965,0,0
1490,5965,1,1
1491,5965,2,2
1492,5965,3,3
1493,5965,4,4
1494,5980,0,0
1495,5980,1,1
1496,5980,2,2
1497,5980,3,3
1498,5995,0,0
1499,5995,1,1
1500,5995,2,3
1501,5995,3,2
1502,5995,4,4
1503,6010,0,0
1504,6010,1,1
1505,6010,2,2
1506,6010,3,3
1507,6025,0,0
1508,6025,1,1
1509,6025,2,2
1510,6040,0,0
1511,6040,1,1
1512,6055,0,0
1513,6055,1,1
1514,6070,0,0
1515,6070,1,2
1516,6070,2,1
1517,6070,3,3
1518,6070,4,4
1519,6085,0,1
1520,6085,1,0
